sepal_length,sepal_width,petal_length,petal_width,species
8.269100963580065,3.6559067324791097,5.5212229165562,1.4943416602493234,setosa
5.684207944102086,2.6580209386444245,1.8630593489298437,0.34485018082758234,versicolor
8.76106840755646,4.475893674946529,2.840393158385729,0.5349512700308048,setosa
6.565718638077456,2.6923670565505278,1.0935278773585155,-0.272941208452048,virginica
7.907880784562091,2.7904331939185094,6.968720696563665,-0.35578657697565347,versicolor
8.059130547152556,4.430477874868162,5.432007231427379,0.5932824747317844,setosa
6.779536541022167,2.310707879442285,7.277768488143591,-0.2388529248773404,virginica
6.241710261579841,3.6585576545547047,0.8492854086456894,0.11284924308927002,setosa
6.266110188489325,3.733858959306509,3.3913660365535208,0.4612468598067247,versicolor
7.616128960648485,2.175482594650389,6.640567056324441,0.33992498390497916,versicolor
6.8374057667173,2.8725818543964823,0.5947091195001546,0.8620853839435916,setosa
6.203881630985773,3.6370215696505097,4.767646238756758,1.4802585006468445,versicolor
7.378936960252386,3.2482350939747366,0.9959333499309584,-0.2600663422265312,versicolor
8.53658662150313,2.0348221541611817,6.859502431173862,0.04897330132671521,virginica
6.561424300539948,4.096847852990001,0.9507829356642608,-0.038701852396282044,virginica
8.382814278699518,2.8831266985268167,1.677355287326829,0.34414410396161266,versicolor
6.8771730694848365,2.1913424023189263,5.014780005154485,-0.32148188474070033,virginica
7.735175851427844,3.5278237889160975,2.450024477033131,0.07034688721506135,virginica
5.283858869769793,2.1047756856687183,2.4317306347205294,0.12270287533998703,versicolor
6.818323150732358,1.8496561369226248,0.9923516216262411,0.6950737081710291,virginica
6.675972071873542,2.5500210458780113,4.299972613269328,0.5154750814322446,virginica
7.961254709972989,3.004287470592869,3.7578947364852926,-0.12803223543181946,setosa
6.6721174939972405,2.6751636451908745,1.1713811262478435,0.7443840731609442,versicolor
8.494225086034453,2.4639087992012403,6.020660093447007,-0.23754188273036508,virginica
6.450797915490107,3.0183930708486324,1.9700291994773276,-0.05880476787399613,setosa
6.720860801180142,2.714745805254763,0.9164668566710983,-0.11263080403670406,versicolor
6.825628195256634,3.023792881478047,4.606068130696582,0.11304405457574743,setosa
5.924042911543681,3.292730310407562,3.0987854339698324,-0.35532943446656856,virginica
7.404000630899327,2.2215169495341414,2.9146525860103276,-0.11207184731051578,versicolor
8.421629897161928,2.4463791475207772,2.0195273437265455,-0.360142543608936,setosa
8.278493586061268,2.595881669293327,5.639513782647495,0.3682503767225507,versicolor
5.4011903737400155,3.218739272448432,1.1556267858734321,1.0344540614509317,setosa
6.595209044954361,2.1357125179022654,5.62169017260913,-0.19540006132568527,virginica
7.736414790428385,3.0115557568552025,2.2514352421374726,-0.13731046574027161,versicolor
7.936357641031783,3.347361109686607,5.7105036420593835,-0.41676939718959966,setosa
7.278858593504901,3.3381227290693887,1.2691558924454585,1.0990429102450197,setosa
7.418801017519306,3.7610536204144003,3.4890395242445242,0.5493524593357304,virginica
7.67317852544643,2.7244293033871396,4.854869199225268,-0.0817916910142521,versicolor
6.761667483344751,2.5914770682052195,1.6343685109023496,1.073543966417552,setosa
7.627162068346683,3.280901806553004,0.37682228886248037,-0.2870321915768627,setosa
7.6966913731978845,2.126393975729652,5.530971714687271,0.5373867599040432,versicolor
6.660630189186461,2.0407237124503403,1.283549851763041,1.9831205371120626,setosa
5.889028251071455,3.422446536148448,1.6742173334829136,0.5949730268729279,versicolor
8.923692476075287,4.089290393569568,4.833266818307157,0.005240684241642812,versicolor
6.22844018777791,3.0957523571937178,6.857466390446629,0.48888913023255465,virginica
7.760454092692697,2.4718280173397114,1.5558852316567013,0.47690838788494805,setosa
8.357812675354714,2.8889014590133586,1.8922255542250948,1.2333453323211203,virginica
6.1800976241462635,2.6651884057299724,4.653143016875014,0.277759089220863,versicolor
8.688239391728517,3.3486525232283646,1.0105137812105882,1.5302958093253327,setosa
5.473676586770345,3.6629183267600833,1.7583374021709104,-0.3882117208005144,setosa
6.343410936500757,2.8584254404664393,2.9245821597566914,2.1228628275413652,versicolor
6.605686634218286,2.8772662883526423,1.1779065449444417,0.16025730600353638,setosa
